Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_024496145.1	ASM2449614v1	2025-08-27	Klebsiella pneumoniae		hvKP319					GCF_024496145.1-RS_2025_08_27	Complete Genome	2022-07-31		6	Klebsiella pneumoniae
GCF_024498895.1	ASM2449889v1	2025-08-27	Klebsiella pneumoniae		K-28					GCF_024498895.1-RS_2025_08_27	Complete Genome	2022-08-01		2	Klebsiella pneumoniae
GCF_024505665.1	ASM2450566v1	2025-08-27	Klebsiella pneumoniae		KPA1					GCF_024505665.1-RS_2025_08_27	Complete Genome	2022-08-02		7	Klebsiella pneumoniae
GCF_024496205.1	ASM2449620v1	2025-08-27	Klebsiella pneumoniae		hvKP859					GCF_024496205.1-RS_2025_08_27	Complete Genome	2022-07-31		6	Klebsiella pneumoniae
GCF_024496265.1	ASM2449626v1	2025-08-26	Klebsiella pneumoniae		150040X1B1					GCF_024496265.1-RS_2025_08_26	Complete Genome	2022-07-31		5	Klebsiella pneumoniae
GCF_024498655.1	ASM2449865v1	2025-08-26	Klebsiella pneumoniae		KPK3					GCF_024498655.1-RS_2025_08_26	Complete Genome	2022-08-01		4	Klebsiella pneumoniae
GCF_021166215.1	ASM2116621v1	2025-08-25	Klebsiella pneumoniae		53370					GCF_021166215.1-RS_2025_08_25	Complete Genome	2021-12-12		3	Klebsiella pneumoniae
GCF_021137875.1	ASM2113787v1	2025-08-25	Klebsiella pneumoniae		400195-2-18					GCF_021137875.1-RS_2025_08_25	Complete Genome	2021-12-09		4	Klebsiella pneumoniae
GCF_036541145.1	ASM3654114v1	2025-08-25	Klebsiella pneumoniae		CRE-44					GCF_036541145.1-RS_2025_08_25	Complete Genome	2024-02-10		2	Klebsiella pneumoniae
GCF_002852675.2	ASM285267v2	2025-08-25	Klebsiella pneumoniae subsp. pneumoniae		WCHKP020130					GCF_002852675.2-RS_2025_08_25	Complete Genome	2023-02-08		5	Klebsiella pneumoniae
GCF_030704345.1	ASM3070434v1	2025-08-21	Klebsiella pneumoniae		KPN5752					GCF_030704345.1-RS_2025_08_21	Complete Genome	2023-08-09		7	Klebsiella pneumoniae
GCF_028364475.1	ASM2836447v3	2025-08-21	Klebsiella pneumoniae		2023CK-00047					GCF_028364475.1-RS_2025_08_21	Complete Genome	2023-08-05		5	Klebsiella pneumoniae
GCF_028626845.1	ASM2862684v3	2025-08-21	Klebsiella pneumoniae		2023CK-00111					GCF_028626845.1-RS_2025_08_21	Complete Genome	2023-08-09		4	Klebsiella pneumoniae
GCF_024396875.1	ASM2439687v1	2025-08-20	Klebsiella pneumoniae subsp. pneumoniae		KP82					GCF_024396875.1-RS_2025_08_20	Complete Genome	2022-07-25		8	Klebsiella pneumoniae
GCF_024397375.1	ASM2439737v1	2025-08-19	Klebsiella pneumoniae		FZKP4523					GCF_024397375.1-RS_2025_08_19	Complete Genome	2022-07-25		4	Klebsiella pneumoniae
GCF_030685635.1	ASM3068563v1	2025-08-19	Klebsiella pneumoniae		GDFK0508					GCF_030685635.1-RS_2025_08_19	Complete Genome	2023-08-08		1	Klebsiella pneumoniae
GCF_030685615.1	ASM3068561v1	2025-08-19	Klebsiella pneumoniae		GDFK0181					GCF_030685615.1-RS_2025_08_19	Complete Genome	2023-08-08		1	Klebsiella pneumoniae
GCF_030644565.1	ASM3064456v1	2025-08-19	Klebsiella pneumoniae		Kp_2016-319					GCF_030644565.1-RS_2025_08_19	Complete Genome	2023-08-04		2	Klebsiella pneumoniae
GCF_030644545.1	ASM3064454v1	2025-08-19	Klebsiella pneumoniae		Kp_2016-1198					GCF_030644545.1-RS_2025_08_19	Complete Genome	2023-08-04		2	Klebsiella pneumoniae
GCF_030644625.1	ASM3064462v1	2025-08-19	Klebsiella pneumoniae		Kp_2019-1764					GCF_030644625.1-RS_2025_08_19	Complete Genome	2023-08-04		2	Klebsiella pneumoniae
GCF_024398905.1	ASM2439890v1	2025-08-19	Klebsiella pneumoniae		MEI009					GCF_024398905.1-RS_2025_08_19	Complete Genome	2022-07-25		3	Klebsiella pneumoniae
GCF_024396855.1	ASM2439685v1	2025-08-19	Klebsiella pneumoniae subsp. pneumoniae		KP21					GCF_024396855.1-RS_2025_08_19	Complete Genome	2022-07-25		4	Klebsiella pneumoniae
GCF_024397235.1	ASM2439723v1	2025-08-19	Klebsiella pneumoniae subsp. pneumoniae		KP29					GCF_024397235.1-RS_2025_08_19	Complete Genome	2022-07-25		5	Klebsiella pneumoniae
GCF_024397075.1	ASM2439707v1	2025-08-19	Klebsiella pneumoniae subsp. pneumoniae		KP65					GCF_024397075.1-RS_2025_08_19	Complete Genome	2022-07-25		4	Klebsiella pneumoniae
GCF_002300675.1	ASM230067v2	2025-08-18	Klebsiella pneumoniae		VBA2172					GCF_002300675.1-RS_2025_08_18	Complete Genome	2019-02-28		7	Klebsiella pneumoniae
GCF_946966015.1	ARGID_33072	2025-08-18	Klebsiella pneumoniae					65326252-51f1-11ec-980a-fa163eea3084		GCF_946966015.1-RS_2025_08_18	Complete Genome	2022-09-25		3	Klebsiella pneumoniae
GCF_001455995.1	MS6671.v1	2025-08-18	Klebsiella pneumoniae		MS6671					GCF_001455995.1-RS_2025_08_18	Complete Genome	2015-12-01		7	Klebsiella pneumoniae
GCF_030644605.1	ASM3064460v1	2025-08-18	Klebsiella pneumoniae		Kp_2016-1200					GCF_030644605.1-RS_2025_08_18	Complete Genome	2023-08-04		3	Klebsiella pneumoniae
GCF_030644585.1	ASM3064458v1	2025-08-18	Klebsiella pneumoniae		Kp_2019-1792					GCF_030644585.1-RS_2025_08_18	Complete Genome	2023-08-04		3	Klebsiella pneumoniae
GCF_003571705.1	ASM357170v1	2025-08-18	Klebsiella pneumoniae		AR_0109					GCF_003571705.1-RS_2025_08_18	Complete Genome	2018-09-16		7	Klebsiella pneumoniae
GCF_004010995.1	ASM401099v1	2025-08-18	Klebsiella pneumoniae		08EU827					GCF_004010995.1-RS_2025_08_18	Complete Genome	2019-01-10		5	Klebsiella pneumoniae
GCF_030582295.1	ASM3058229v1	2025-08-18	Klebsiella pneumoniae		AZJ065					GCF_030582295.1-RS_2025_08_18	Complete Genome	2023-08-02		3	Klebsiella pneumoniae
GCF_024637895.1	ASM2463789v1	2025-08-18	Klebsiella pneumoniae		SHX180					GCF_024637895.1-RS_2025_08_18	Complete Genome	2022-08-12		3	Klebsiella pneumoniae
GCF_024637995.1	ASM2463799v1	2025-08-18	Klebsiella pneumoniae		KPTCM					GCF_024637995.1-RS_2025_08_18	Complete Genome	2022-08-12		10	Klebsiella pneumoniae
GCF_030553015.1	ASM3055301v1	2025-08-17	Klebsiella pneumoniae		SP1030					GCF_030553015.1-RS_2025_08_17	Complete Genome	2023-07-30		4	Klebsiella pneumoniae
GCF_024346655.1	ASM2434665v1	2025-08-17	Klebsiella pneumoniae		XHKP6					GCF_024346655.1-RS_2025_08_17	Complete Genome	2022-07-20		4	Klebsiella pneumoniae
GCF_052068375.1	ASM5206837v1	2025-08-17	Klebsiella pneumoniae		KP7452024BG					GCF_052068375.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQHIX01	4	Klebsiella pneumoniae
GCF_030552995.1	ASM3055299v1	2025-08-17	Klebsiella pneumoniae		F1025					GCF_030552995.1-RS_2025_08_17	Complete Genome	2023-07-30		7	Klebsiella pneumoniae
GCF_052068255.1	ASM5206825v1	2025-08-17	Klebsiella pneumoniae		KP6432024BG					GCF_052068255.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQHIW01	3	Klebsiella pneumoniae
GCF_024346695.1	ASM2434669v1	2025-08-17	Klebsiella pneumoniae		XHKP53					GCF_024346695.1-RS_2025_08_17	Complete Genome	2022-07-20		4	Klebsiella pneumoniae
GCF_052063115.1	ASM5206311v1	2025-08-17	Klebsiella pneumoniae		HN148					GCF_052063115.1-RS_2025_08_16	Complete Genome	2025-08-17		3	Klebsiella pneumoniae
GCF_024346895.1	ASM2434689v1	2025-08-16	Klebsiella pneumoniae		XHKPN391					GCF_024346895.1-RS_2025_08_16	Complete Genome	2022-07-20		4	Klebsiella pneumoniae
GCF_024346735.1	ASM2434673v1	2025-08-16	Klebsiella pneumoniae		XHKP75					GCF_024346735.1-RS_2025_08_16	Complete Genome	2022-07-20		5	Klebsiella pneumoniae
GCF_024346815.1	ASM2434681v1	2025-08-16	Klebsiella pneumoniae		XHKP502					GCF_024346815.1-RS_2025_08_16	Complete Genome	2022-07-20		6	Klebsiella pneumoniae
GCF_024346775.1	ASM2434677v1	2025-08-16	Klebsiella pneumoniae		XHKP309					GCF_024346775.1-RS_2025_08_16	Complete Genome	2022-07-20		4	Klebsiella pneumoniae
GCF_024507955.1	ASM2450795v1	2025-08-27	Pseudomonas aeruginosa		ATCC 27853					GCF_024507955.1-RS_2025_08_27	Complete Genome	2022-08-03		1	Pseudomonas aeruginosa
GCF_022570415.1	ASM2257041v1	2025-08-25	Pseudomonas aeruginosa		H05					GCF_022570415.1-RS_2025_08_25	Complete Genome	2022-03-15		2	Pseudomonas aeruginosa
GCF_001632245.1	ASM163224v1	2025-08-25	Pseudomonas aeruginosa		BAMCPA07-48					GCF_001632245.1-RS_2025_08_25	Complete Genome	2016-04-26		1	Pseudomonas aeruginosa
GCF_022570435.1	ASM2257043v1	2025-08-25	Pseudomonas aeruginosa		H04					GCF_022570435.1-RS_2025_08_25	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022570455.1	ASM2257045v1	2025-08-25	Pseudomonas aeruginosa		H03					GCF_022570455.1-RS_2025_08_25	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022570115.1	ASM2257011v1	2025-08-25	Pseudomonas aeruginosa		H08					GCF_022570115.1-RS_2025_08_25	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022570235.1	ASM2257023v1	2025-08-25	Pseudomonas aeruginosa		H07					GCF_022570235.1-RS_2025_08_25	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_001516105.1	ASM151610v1	2025-08-25	Pseudomonas aeruginosa		T63266					GCF_001516105.1-RS_2025_08_25	Complete Genome	2016-01-15		1	Pseudomonas aeruginosa
GCF_001606045.1	ASM160604v1	2025-08-25	Pseudomonas aeruginosa		N17-1					GCF_001606045.1-RS_2025_08_25	Complete Genome	2016-04-04		1	Pseudomonas aeruginosa
GCF_000026645.1	ASM2664v1	2025-08-25	Pseudomonas aeruginosa LESB58		LESB58					GCF_000026645.1-RS_2025_08_25	Complete Genome	2008-12-24		1	Pseudomonas aeruginosa
GCF_000496455.2	ASM49645v2	2025-08-25	Pseudomonas aeruginosa DHS01		DH01					GCF_000496455.2-RS_2025_08_25	Complete Genome	2016-01-25		1	Pseudomonas aeruginosa
GCF_052171915.1	ASM5217191v1	2025-08-21	Pseudomonas aeruginosa		CRPA-9					GCF_052171915.1-RS_2025_08_21	Complete Genome	2025-08-21	JBQJKB01	2	Pseudomonas aeruginosa
GCF_013376775.1	ASM1337677v1	2025-08-21	Pseudomonas aeruginosa		CDN129					GCF_013376775.1-RS_2025_08_21	Complete Genome	2020-06-30		1	Pseudomonas aeruginosa
GCF_028366415.1	ASM2836641v3	2025-08-19	Pseudomonas aeruginosa		2023CK-00048					GCF_028366415.1-RS_2025_08_19	Complete Genome	2023-08-06		1	Pseudomonas aeruginosa
GCF_022569975.1	ASM2256997v1	2025-08-19	Pseudomonas aeruginosa		H10					GCF_022569975.1-RS_2025_08_19	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022569995.1	ASM2256999v1	2025-08-19	Pseudomonas aeruginosa		H09					GCF_022569995.1-RS_2025_08_19	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022533445.1	ASM2253344v1	2025-08-18	Pseudomonas aeruginosa		ISS SRV-K					GCF_022533445.1-RS_2025_08_18	Complete Genome	2022-03-09		2	Pseudomonas aeruginosa
GCF_030563585.1	ASM3056358v1	2025-08-18	Pseudomonas aeruginosa		AU10241			AU10241_L13_Resistant		GCF_030563585.1-RS_2025_08_18	Complete Genome	2023-08-01		1	Pseudomonas aeruginosa
GCF_030564045.1	ASM3056404v1	2025-08-18	Pseudomonas aeruginosa		AU10241					GCF_030564045.1-RS_2025_08_18	Complete Genome	2023-08-01		1	Pseudomonas aeruginosa
GCF_030563765.1	ASM3056376v1	2025-08-18	Pseudomonas aeruginosa		AU10241			AU10241_L13_Control		GCF_030563765.1-RS_2025_08_18	Complete Genome	2023-08-01		1	Pseudomonas aeruginosa
GCF_052072165.1	ASM5207216v1	2025-08-17	Pseudomonas aeruginosa		PAMS					GCF_052072165.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQGPN01	2	Pseudomonas aeruginosa
GCF_051989275.1	ASM5198927v1	2025-08-14	Pseudomonas aeruginosa		HNIBRBA1976					GCF_051989275.1-RS_2025_08_14	Complete Genome	2025-08-15		1	Pseudomonas aeruginosa
GCF_051988505.1	ASM5198850v1	2025-08-14	Pseudomonas aeruginosa		HNIBRBA3474					GCF_051988505.1-RS_2025_08_14	Complete Genome	2025-08-15		1	Pseudomonas aeruginosa
GCF_051905005.1	ASM5190500v1	2025-08-11	Pseudomonas aeruginosa		71					GCF_051905005.1-RS_2025_08_11	Complete Genome	2025-08-11		1	Pseudomonas aeruginosa
GCF_013343415.1	ASM1334341v1	2025-08-11	Pseudomonas aeruginosa		DVT421					GCF_013343415.1-RS_2025_08_11	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_024089395.1	ASM2408939v1	2025-08-11	Pseudomonas aeruginosa		PAO1_Mat-X-1					GCF_024089395.1-RS_2025_08_11	Complete Genome	2022-06-30		1	Pseudomonas aeruginosa
GCF_022569855.1	ASM2256985v1	2025-08-08	Pseudomonas aeruginosa		H20					GCF_022569855.1-RS_2025_08_08	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_022569915.1	ASM2256991v1	2025-08-07	Pseudomonas aeruginosa		H16					GCF_022569915.1-RS_2025_08_07	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_051853055.1	ASM5185305v1	2025-08-07	Pseudomonas aeruginosa		AUS531					GCF_051853055.1-RS_2025_08_07	Complete Genome	2025-08-08		1	Pseudomonas aeruginosa
GCF_013343515.1	ASM1334351v1	2025-08-06	Pseudomonas aeruginosa		DVT413					GCF_013343515.1-RS_2025_08_06	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_024300845.1	ASM2430084v1	2025-08-06	Pseudomonas aeruginosa		R20-14					GCF_024300845.1-RS_2025_08_06	Complete Genome	2022-07-18		2	Pseudomonas aeruginosa
GCF_022569895.1	ASM2256989v1	2025-08-06	Pseudomonas aeruginosa		H17					GCF_022569895.1-RS_2025_08_06	Complete Genome	2022-03-15		1	Pseudomonas aeruginosa
GCF_002411865.3	ASM241186v3	2025-08-05	Pseudomonas aeruginosa		97					GCF_002411865.3-RS_2025_08_05	Complete Genome	2019-02-06		1	Pseudomonas aeruginosa
GCF_013347245.1	ASM1334724v1	2025-08-05	Pseudomonas aeruginosa		CDN118					GCF_013347245.1-RS_2025_08_05	Complete Genome	2020-06-16		1	Pseudomonas aeruginosa
GCF_005305005.1	ASM530500v1	2025-08-05	Pseudomonas aeruginosa		PA298					GCF_005305005.1-RS_2025_08_05	Complete Genome	2019-05-14		2	Pseudomonas aeruginosa
GCF_013343375.1	ASM1334337v1	2025-08-05	Pseudomonas aeruginosa		DVT425					GCF_013343375.1-RS_2025_08_05	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013343475.1	ASM1334347v1	2025-08-05	Pseudomonas aeruginosa		DVT779					GCF_013343475.1-RS_2025_08_05	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_028994395.2	ASM2899439v2	2025-08-03	Pseudomonas aeruginosa		PE21					GCF_028994395.2-RS_2025_08_03	Complete Genome	2025-07-22	JARDUV02	2	Pseudomonas aeruginosa
GCF_003433235.1	ASM343323v1	2025-08-03	Pseudomonas aeruginosa		24Pae112					GCF_003433235.1-RS_2025_08_03	Complete Genome	2018-08-30		1	Pseudomonas aeruginosa
GCF_024266935.1	ASM2426693v1	2025-08-03	Pseudomonas aeruginosa		PA-2					GCF_024266935.1-RS_2025_08_03	Complete Genome	2022-07-14		2	Pseudomonas aeruginosa
GCF_024266915.1	ASM2426691v1	2025-08-03	Pseudomonas aeruginosa		PA-1					GCF_024266915.1-RS_2025_08_03	Complete Genome	2022-07-14		2	Pseudomonas aeruginosa
GCF_013255565.1	ASM1325556v1	2025-08-03	Pseudomonas aeruginosa		PSE6684					GCF_013255565.1-RS_2025_08_03	Complete Genome	2020-06-03		1	Pseudomonas aeruginosa
GCF_013343335.1	ASM1334333v1	2025-08-03	Pseudomonas aeruginosa		DVT429					GCF_013343335.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013343395.1	ASM1334339v1	2025-08-03	Pseudomonas aeruginosa		DVT423					GCF_013343395.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013343575.1	ASM1334357v1	2025-08-03	Pseudomonas aeruginosa		DVT401					GCF_013343575.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013343315.1	ASM1334331v1	2025-08-03	Pseudomonas aeruginosa		DVT729					GCF_013343315.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013343495.1	ASM1334349v1	2025-08-03	Pseudomonas aeruginosa		DVT414					GCF_013343495.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_013260445.1	ASM1326044v1	2025-08-03	Pseudomonas aeruginosa		YD001					GCF_013260445.1-RS_2025_08_03	Complete Genome	2020-06-03		1	Pseudomonas aeruginosa
GCF_024266805.1	ASM2426680v1	2025-08-03	Pseudomonas aeruginosa		F13					GCF_024266805.1-RS_2025_08_03	Complete Genome	2022-07-14		1	Pseudomonas aeruginosa
GCF_013343355.1	ASM1334335v1	2025-08-03	Pseudomonas aeruginosa		DVT427					GCF_013343355.1-RS_2025_08_03	Complete Genome	2020-06-15		1	Pseudomonas aeruginosa
GCF_052363745.1	ASM5236374v1	2025-09-01	Staphylococcus aureus		0617SA27					GCF_052363745.1-RS_2025_09_01	Complete Genome	2025-09-01		1	Staphylococcus aureus
GCF_030717645.1	ASM3071764v1	2025-08-27	Staphylococcus aureus		1.6					GCF_030717645.1-RS_2025_08_27	Complete Genome	2023-08-13		3	Staphylococcus aureus
GCF_030717565.1	ASM3071756v1	2025-08-27	Staphylococcus aureus		2.4b					GCF_030717565.1-RS_2025_08_27	Complete Genome	2023-08-13		2	Staphylococcus aureus
GCF_030717625.1	ASM3071762v1	2025-08-27	Staphylococcus aureus		1.9b					GCF_030717625.1-RS_2025_08_27	Complete Genome	2023-08-13		2	Staphylococcus aureus
GCF_030717585.1	ASM3071758v1	2025-08-27	Staphylococcus aureus		2.3a					GCF_030717585.1-RS_2025_08_27	Complete Genome	2023-08-13		2	Staphylococcus aureus
GCF_030717545.1	ASM3071754v1	2025-08-27	Staphylococcus aureus		2.4a					GCF_030717545.1-RS_2025_08_27	Complete Genome	2023-08-13		2	Staphylococcus aureus
GCF_030717605.1	ASM3071760v1	2025-08-27	Staphylococcus aureus		2.1					GCF_030717605.1-RS_2025_08_27	Complete Genome	2023-08-13		3	Staphylococcus aureus
GCF_030252695.1	ASM3025269v1	2025-08-25	Staphylococcus aureus		CC239-MRSA-III(var.)			Trinidad&Tobago_2020-048_8421A		GCF_030252695.1-RS_2025_08_25	Complete Genome	2023-06-12		1	Staphylococcus aureus
GCF_001656045.1	ASM165604v1	2025-08-25	Staphylococcus aureus		08-02119					GCF_001656045.1-RS_2025_08_25	Complete Genome	2016-06-03		1	Staphylococcus aureus
GCF_015732455.1	ASM1573245v1	2025-08-25	Staphylococcus aureus		MSSA01					GCF_015732455.1-RS_2025_08_25	Complete Genome	2020-12-03		1	Staphylococcus aureus
GCF_002089055.1	ASM208905v1	2025-08-25	Staphylococcus aureus		GD5					GCF_002089055.1-RS_2025_08_25	Complete Genome	2017-04-13		1	Staphylococcus aureus
GCF_030252775.1	ASM3025277v1	2025-08-25	Staphylococcus aureus		CC8-MSSA (PVL+)			Trinidad&Tobago_2020-042_7641M		GCF_030252775.1-RS_2025_08_25	Complete Genome	2023-06-12		2	Staphylococcus aureus
GCF_002202075.1	ASM220207v1	2025-08-25	Staphylococcus aureus		Seattle 1945			G477		GCF_002202075.1-RS_2025_08_25	Complete Genome	2017-06-20		2	Staphylococcus aureus
GCF_001656075.1	ASM165607v1	2025-08-25	Staphylococcus aureus		08-02300					GCF_001656075.1-RS_2025_08_25	Complete Genome	2016-06-03		1	Staphylococcus aureus
GCF_000284535.1	ASM28453v1	2025-08-25	Staphylococcus aureus subsp. aureus HO 5096 0412		HO 5096 0412					GCF_000284535.1-RS_2025_08_25	Complete Genome	2012-04-23		1	Staphylococcus aureus
GCF_000253135.1	ASM25313v1	2025-08-25	Staphylococcus aureus subsp. aureus ECT-R 2					ECT-R 2		GCF_000253135.1-RS_2025_08_25	Complete Genome	2010-11-24		3	Staphylococcus aureus
GCF_024399355.1	ASM2439935v1	2025-08-19	Staphylococcus aureus		Sta2021010					GCF_024399355.1-RS_2025_08_19	Complete Genome	2022-07-25		1	Staphylococcus aureus
GCF_030644005.1	ASM3064400v1	2025-08-19	Staphylococcus aureus		1.10					GCF_030644005.1-RS_2025_08_19	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_030644065.1	ASM3064406v1	2025-08-19	Staphylococcus aureus		1.7					GCF_030644065.1-RS_2025_08_19	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_030643945.1	ASM3064394v1	2025-08-19	Staphylococcus aureus		2.5					GCF_030643945.1-RS_2025_08_19	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_030644145.1	ASM3064414v1	2025-08-19	Staphylococcus aureus		1.2					GCF_030644145.1-RS_2025_08_19	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_001611365.1	ASM161136v1	2025-08-19	Staphylococcus aureus		ST20130942					GCF_001611365.1-RS_2025_08_19	Complete Genome	2016-04-05		2	Staphylococcus aureus
GCF_024399375.1	ASM2439937v1	2025-08-19	Staphylococcus aureus		Sta2021027					GCF_024399375.1-RS_2025_08_19	Complete Genome	2022-07-25		1	Staphylococcus aureus
GCF_030533935.1	ASM3053393v1	2025-08-18	Staphylococcus aureus		SA17-SX					GCF_030533935.1-RS_2025_08_18	Complete Genome	2023-07-25		2	Staphylococcus aureus
GCF_030644125.1	ASM3064412v1	2025-08-18	Staphylococcus aureus		1.3					GCF_030644125.1-RS_2025_08_18	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_030644165.1	ASM3064416v1	2025-08-18	Staphylococcus aureus		1.1					GCF_030644165.1-RS_2025_08_18	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_030644025.1	ASM3064402v1	2025-08-18	Staphylococcus aureus		1.9a					GCF_030644025.1-RS_2025_08_18	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_030643965.1	ASM3064396v1	2025-08-18	Staphylococcus aureus		2.3b					GCF_030643965.1-RS_2025_08_18	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_030643985.1	ASM3064398v1	2025-08-18	Staphylococcus aureus		2.2					GCF_030643985.1-RS_2025_08_18	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_030643925.1	ASM3064392v1	2025-08-18	Staphylococcus aureus		2.6					GCF_030643925.1-RS_2025_08_18	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_030644105.1	ASM3064410v1	2025-08-18	Staphylococcus aureus		1.4					GCF_030644105.1-RS_2025_08_18	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_030644085.1	ASM3064408v1	2025-08-18	Staphylococcus aureus		1.5					GCF_030644085.1-RS_2025_08_18	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_030644045.1	ASM3064404v1	2025-08-18	Staphylococcus aureus		1.8					GCF_030644045.1-RS_2025_08_18	Complete Genome	2023-08-04		1	Staphylococcus aureus
GCF_020702545.2	ASM2070254v2	2025-08-17	Staphylococcus aureus		0610-H-2A					GCF_020702545.2-RS_2025_08_17	Complete Genome	2022-06-27		3	Staphylococcus aureus
GCF_019134635.1	ASM1913463v1	2025-08-16	Staphylococcus aureus		WHC07					GCF_019134635.1-RS_2025_08_16	Complete Genome	2021-07-06		1	Staphylococcus aureus
GCF_052049695.1	ASM5204969v1	2025-08-15	Staphylococcus aureus		NM2025-6					GCF_052049695.1-RS_2025_08_15	Complete Genome	2025-08-16		1	Staphylococcus aureus
GCF_019134615.1	ASM1913461v1	2025-08-15	Staphylococcus aureus		WHC09					GCF_019134615.1-RS_2025_08_15	Complete Genome	2021-07-06		2	Staphylococcus aureus
GCF_022163365.2	ASM2216336v2	2025-08-10	Staphylococcus aureus		MN8					GCF_022163365.2-RS_2025_08_10	Complete Genome	2024-05-02		1	Staphylococcus aureus
GCF_022163485.2	ASM2216348v2	2025-08-10	Staphylococcus aureus		FRI-1169					GCF_022163485.2-RS_2025_08_10	Complete Genome	2024-05-02		2	Staphylococcus aureus
GCF_030534215.1	ASM3053421v1	2025-08-07	Staphylococcus aureus		SA03-SX					GCF_030534215.1-RS_2025_08_07	Complete Genome	2023-07-25		1	Staphylococcus aureus
GCF_024296845.1	ASM2429684v1	2025-08-07	Staphylococcus aureus		MN8					GCF_024296845.1-RS_2025_08_07	Complete Genome	2022-07-17		1	Staphylococcus aureus
GCF_030534135.1	ASM3053413v1	2025-08-07	Staphylococcus aureus		SA07-SX					GCF_030534135.1-RS_2025_08_07	Complete Genome	2023-07-25		1	Staphylococcus aureus
GCF_030534195.1	ASM3053419v1	2025-08-07	Staphylococcus aureus		SA04-SX					GCF_030534195.1-RS_2025_08_07	Complete Genome	2023-07-25		2	Staphylococcus aureus
GCF_030534255.1	ASM3053425v1	2025-08-07	Staphylococcus aureus		SA01-SX					GCF_030534255.1-RS_2025_08_07	Complete Genome	2023-07-25		1	Staphylococcus aureus
GCF_030534235.1	ASM3053423v1	2025-08-07	Staphylococcus aureus		SA02-SX					GCF_030534235.1-RS_2025_08_07	Complete Genome	2023-07-25		1	Staphylococcus aureus
GCF_030534055.1	ASM3053405v1	2025-08-06	Staphylococcus aureus		SA11-SX					GCF_030534055.1-RS_2025_08_06	Complete Genome	2023-07-25		2	Staphylococcus aureus
GCF_030534095.1	ASM3053409v1	2025-08-06	Staphylococcus aureus		SA09-SX					GCF_030534095.1-RS_2025_08_06	Complete Genome	2023-07-25		1	Staphylococcus aureus
GCF_030533465.1	ASM3053346v1	2025-08-06	Staphylococcus aureus		SA38-SX					GCF_030533465.1-RS_2025_08_06	Complete Genome	2023-07-25		1	Staphylococcus aureus
GCF_030533495.1	ASM3053349v1	2025-08-06	Staphylococcus aureus		SA37-SX					GCF_030533495.1-RS_2025_08_06	Complete Genome	2023-07-25		1	Staphylococcus aureus
GCF_030533665.1	ASM3053366v1	2025-08-06	Staphylococcus aureus		SA29-SX					GCF_030533665.1-RS_2025_08_06	Complete Genome	2023-07-25		2	Staphylococcus aureus
GCF_019342925.1	ASM1934292v1	2025-08-31	Streptococcus pyogenes		ABC221					GCF_019342925.1-RS_2025_08_31	Complete Genome	2021-07-26		1	Streptococcus pyogenes
