Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_006364815.1	ASM636481v1	2025-07-13	Enterococcus faecalis		FDAARGOS_611					GCF_006364815.1-RS_2025_07_13	Complete Genome	2019-06-19		1	Enterococcus faecalis
GCF_051294835.1	ASM5129483v1	2025-07-11	Enterococcus faecalis		GW					GCF_051294835.1-RS_2025_07_11	Complete Genome	2025-07-11		3	Enterococcus faecalis
GCF_965641725.1	GPT24-05	2025-07-10	Enterococcus faecalis					GPT24-05		GCF_965641725.1-RS_2025_07_10	Complete Genome	2025-07-10		3	Enterococcus faecalis
GCF_051247075.1	ASM5124707v1	2025-07-09	Enterococcus faecalis		Z83-1					GCF_051247075.1-RS_2025_07_09	Complete Genome	2025-07-10		1	Enterococcus faecalis
GCF_000211255.2	ASM21125v2	2025-07-07	Enterococcus faecalis 62		62					GCF_000211255.2-RS_2025_07_07	Complete Genome	2011-02-16		4	Enterococcus faecalis
GCF_030376825.1	ASM3037682v1	2025-06-30	Enterococcus faecalis		RE25					GCF_030376825.1-RS_2025_06_30	Complete Genome	2023-06-30		4	Enterococcus faecalis
GCF_040371495.1	ASM4037149v1	2025-06-28	Enterococcus faecalis		EF01					GCF_040371495.1-RS_2025_06_28	Complete Genome	2024-06-28		3	Enterococcus faecalis
GCF_030295805.1	ASM3029580v1	2025-06-21	Enterococcus faecalis		L6D					GCF_030295805.1-RS_2025_06_21	Complete Genome	2023-02-21		2	Enterococcus faecalis
GCF_030295845.1	ASM3029584v1	2025-06-21	Enterococcus faecalis		N4E					GCF_030295845.1-RS_2025_06_21	Complete Genome	2023-02-21		2	Enterococcus faecalis
GCF_030295445.1	ASM3029544v1	2025-06-21	Enterococcus faecalis		JARB-HU0796					GCF_030295445.1-RS_2025_06_21	Complete Genome	2023-02-15		3	Enterococcus faecalis
GCF_023746575.1	ASM2374657v1	2025-06-20	Enterococcus faecalis		M9					GCF_023746575.1-RS_2025_06_20	Complete Genome	2022-06-16		4	Enterococcus faecalis
GCF_000172575.2	ASM17257v2	2025-06-20	Enterococcus faecalis OG1RF		OG1RF					GCF_000172575.2-RS_2025_06_20	Complete Genome	2011-04-06		1	Enterococcus faecalis
GCF_022648285.1	ASM2264828v1	2025-06-17	Enterococcus faecalis		UAMS_EL56					GCF_022648285.1-RS_2025_06_17	Complete Genome	2022-03-21		5	Enterococcus faecalis
GCF_024665675.1	ASM2466567v1	2025-09-01	Enterococcus faecium		ENCfa-68					GCF_024665675.1-RS_2025_09_01	Complete Genome	2022-08-15		2	Enterococcus faecium
GCF_006351845.1	ASM635184v1	2025-09-01	Enterococcus faecium		N56454					GCF_006351845.1-RS_2025_09_01	Complete Genome	2019-06-16		2	Enterococcus faecium
GCF_006351785.1	ASM635178v1	2025-08-31	Enterococcus faecium		FB-1					GCF_006351785.1-RS_2025_08_31	Complete Genome	2019-06-16		2	Enterococcus faecium
GCF_052245245.1	ASM5224524v1	2025-08-27	Enterococcus faecium		RY8678E					GCF_052245245.1-RS_2025_08_27	Complete Genome	2025-08-25	JBQPXD01	8	Enterococcus faecium
GCF_006337045.1	ASM633704v1	2025-08-26	Enterococcus faecium		DB-1					GCF_006337045.1-RS_2025_08_26	Complete Genome	2019-06-13		4	Enterococcus faecium
GCF_006280355.1	ASM628035v1	2025-08-26	Enterococcus faecium		F17E0263					GCF_006280355.1-RS_2025_08_26	Complete Genome	2019-06-12		3	Enterococcus faecium
GCF_006337145.1	ASM633714v1	2025-08-26	Enterococcus faecium		HB-1					GCF_006337145.1-RS_2025_08_26	Complete Genome	2019-06-13		2	Enterococcus faecium
GCF_900639535.1	E8202_hybrid_assembly	2025-08-25	Enterococcus faecium					E8202		GCF_900639535.1-RS_2025_08_25	Complete Genome	2019-01-02		7	Enterococcus faecium
GCF_900639715.1	E8414_hybrid_assembly	2025-08-25	Enterococcus faecium					E8414		GCF_900639715.1-RS_2025_08_25	Complete Genome	2019-01-02		9	Enterococcus faecium
GCF_001518735.1	ASM151873v1	2025-08-25	Enterococcus faecium		6E6					GCF_001518735.1-RS_2025_08_25	Complete Genome	2016-01-20		3	Enterococcus faecium
GCF_900639465.1	E7429_hybrid_assembly	2025-08-25	Enterococcus faecium					E7429		GCF_900639465.1-RS_2025_08_25	Complete Genome	2019-01-02		10	Enterococcus faecium
GCF_900639545.1	E7933_hybrid_assembly	2025-08-25	Enterococcus faecium					E7933		GCF_900639545.1-RS_2025_08_25	Complete Genome	2019-01-02		10	Enterococcus faecium
GCF_900639615.1	E8328_hybrid_assembly	2025-08-25	Enterococcus faecium					E8328		GCF_900639615.1-RS_2025_08_25	Complete Genome	2019-01-02		5	Enterococcus faecium
GCF_900639595.1	E8377_hybrid_assembly	2025-08-25	Enterococcus faecium					E8377		GCF_900639595.1-RS_2025_08_25	Complete Genome	2019-01-02		7	Enterococcus faecium
GCF_900639625.1	E8284_hybrid_assembly	2025-08-25	Enterococcus faecium					E8284		GCF_900639625.1-RS_2025_08_25	Complete Genome	2019-01-02		6	Enterococcus faecium
GCF_900639395.1	E6975_hybrid_assembly	2025-08-25	Enterococcus faecium					E6975		GCF_900639395.1-RS_2025_08_25	Complete Genome	2019-01-02		9	Enterococcus faecium
GCF_900639605.1	E8290_hybrid_assembly	2025-08-25	Enterococcus faecium					E8290		GCF_900639605.1-RS_2025_08_25	Complete Genome	2019-01-02		7	Enterococcus faecium
GCF_900639575.1	E8014_hybrid_assembly	2025-08-25	Enterococcus faecium					E8014		GCF_900639575.1-RS_2025_08_25	Complete Genome	2019-01-02		6	Enterococcus faecium
GCF_900639565.1	E8195_hybrid_assembly	2025-08-25	Enterococcus faecium					E8195		GCF_900639565.1-RS_2025_08_25	Complete Genome	2019-01-02		8	Enterococcus faecium
GCF_900639445.1	E7199_hybrid_assembly	2025-08-25	Enterococcus faecium					E7199		GCF_900639445.1-RS_2025_08_25	Complete Genome	2019-01-02		6	Enterococcus faecium
GCF_900639355.1	E7025_hybrid_assembly	2025-08-25	Enterococcus faecium					E7025		GCF_900639355.1-RS_2025_08_25	Complete Genome	2019-01-02		9	Enterococcus faecium
GCF_900639365.1	E7171_hybrid_assembly	2025-08-25	Enterococcus faecium					E7171		GCF_900639365.1-RS_2025_08_25	Complete Genome	2019-01-02		6	Enterococcus faecium
GCF_900639515.1	E7654_hybrid_assembly	2025-08-25	Enterococcus faecium					E7654		GCF_900639515.1-RS_2025_08_25	Complete Genome	2019-01-02		7	Enterococcus faecium
GCF_900639525.1	E7663_hybrid_assembly	2025-08-25	Enterococcus faecium					E7663		GCF_900639525.1-RS_2025_08_25	Complete Genome	2019-01-02		7	Enterococcus faecium
GCF_900638825.1	E4438_hybrid_assembly	2025-08-25	Enterococcus faecium					E4438		GCF_900638825.1-RS_2025_08_25	Complete Genome	2018-12-21		6	Enterococcus faecium
GCF_900638805.1	E4402_hybrid_assembly	2025-08-25	Enterococcus faecium					E4402		GCF_900638805.1-RS_2025_08_25	Complete Genome	2018-12-21		5	Enterococcus faecium
GCF_900639415.1	E6988_hybrid_assembly	2025-08-25	Enterococcus faecium					E6988		GCF_900639415.1-RS_2025_08_25	Complete Genome	2019-01-02		11	Enterococcus faecium
GCF_900639335.1	E7067_hybrid_assembly	2025-08-25	Enterococcus faecium					E7067		GCF_900639335.1-RS_2025_08_25	Complete Genome	2019-01-02		8	Enterococcus faecium
GCF_900639345.1	E6055_hybrid_assembly	2025-08-25	Enterococcus faecium					E6055		GCF_900639345.1-RS_2025_08_25	Complete Genome	2019-01-02		6	Enterococcus faecium
GCF_900639455.1	E7237_hybrid_assembly	2025-08-25	Enterococcus faecium					E7237		GCF_900639455.1-RS_2025_08_25	Complete Genome	2019-01-02		4	Enterococcus faecium
GCF_900639405.1	E4457_hybrid_assembly	2025-08-25	Enterococcus faecium					E4457		GCF_900639405.1-RS_2025_08_25	Complete Genome	2019-01-02		12	Enterococcus faecium
GCF_900639725.1	E8423_hybrid_assembly	2025-08-25	Enterococcus faecium					E8423		GCF_900639725.1-RS_2025_08_25	Complete Genome	2019-01-02		3	Enterococcus faecium
GCF_900635415.1	E6043_hybrid_assembly	2025-08-25	Enterococcus faecium					E6043		GCF_900635415.1-RS_2025_08_25	Complete Genome	2018-12-19		9	Enterococcus faecium
GCF_900639555.1	E8172_hybrid_assembly	2025-08-25	Enterococcus faecium					E8172		GCF_900639555.1-RS_2025_08_25	Complete Genome	2019-01-02		12	Enterococcus faecium
GCF_900639425.1	E7098_hybrid_assembly	2025-08-25	Enterococcus faecium					E7098		GCF_900639425.1-RS_2025_08_25	Complete Genome	2019-01-02		4	Enterococcus faecium
GCF_900638785.1	E1774_hybrid_assembly	2025-08-25	Enterococcus faecium					E1774		GCF_900638785.1-RS_2025_08_25	Complete Genome	2018-12-21		4	Enterococcus faecium
GCF_900639385.1	E7040_hybrid_assembly	2025-08-25	Enterococcus faecium					E7040		GCF_900639385.1-RS_2025_08_25	Complete Genome	2019-01-02		7	Enterococcus faecium
GCF_900639585.1	E7948_hybrid_assembly	2025-08-25	Enterococcus faecium					E7948		GCF_900639585.1-RS_2025_08_25	Complete Genome	2019-01-02		7	Enterococcus faecium
GCF_900639745.1	E4456_hybrid_assembly	2025-08-25	Enterococcus faecium					E4456		GCF_900639745.1-RS_2025_08_25	Complete Genome	2019-01-02		6	Enterococcus faecium
GCF_900639655.1	E8691_hybrid_assembly	2025-08-25	Enterococcus faecium					E8691		GCF_900639655.1-RS_2025_08_25	Complete Genome	2019-01-02		8	Enterococcus faecium
GCF_900639635.1	E8927_hybrid_assembly	2025-08-25	Enterococcus faecium					E8927		GCF_900639635.1-RS_2025_08_25	Complete Genome	2019-01-02		7	Enterococcus faecium
GCF_900635365.1	E1334_hybrid_assembly	2025-08-25	Enterococcus faecium					E1334		GCF_900635365.1-RS_2025_08_25	Complete Genome	2018-12-19		3	Enterococcus faecium
GCF_900634805.1	E0139_hybrid_assembly	2025-08-25	Enterococcus faecium					E0139		GCF_900634805.1-RS_2025_08_25	Complete Genome	2018-12-19		2	Enterococcus faecium
GCF_900637035.1	46582_D01	2025-08-25	Enterococcus faecium		NCTC7174					GCF_900637035.1-RS_2025_08_25	Complete Genome	2018-12-20		1	Enterococcus faecium
GCF_900638815.1	E0595_hybrid_assembly	2025-08-25	Enterococcus faecium					E0595		GCF_900638815.1-RS_2025_08_25	Complete Genome	2018-12-21		2	Enterococcus faecium
GCF_900639705.1	E9101_hybrid_assembly	2025-08-25	Enterococcus faecium					E9101		GCF_900639705.1-RS_2025_08_25	Complete Genome	2019-01-02		1	Enterococcus faecium
GCF_900638775.1	E4227_hybrid_assembly	2025-08-25	Enterococcus faecium					E4227		GCF_900638775.1-RS_2025_08_25	Complete Genome	2018-12-21		4	Enterococcus faecium
GCF_900640265.1	E4239_hybrid_assembly	2025-08-25	Enterococcus faecium					E4239		GCF_900640265.1-RS_2025_08_25	Complete Genome	2019-01-03		4	Enterococcus faecium
GCF_052161595.1	ASM5216159v1	2025-08-21	Enterococcus faecium		N21-03014					GCF_052161595.1-RS_2025_08_21	Complete Genome	2025-08-22		11	Enterococcus faecium
GCF_020221735.2	ASM2022173v2	2025-08-19	Enterococcus faecium		4995/20					GCF_020221735.2-RS_2025_08_19	Complete Genome	2021-10-04		7	Enterococcus faecium
GCF_051013815.1	ASM5101381v1	2025-06-21	Erwinia aphidicola		W10_2					GCF_051013815.1-RS_2025_06_21	Complete Genome	2025-06-21		2	Erwinia aphidicola
GCF_050038595.1	Leveau_X3Z_1	2025-05-01	Erwinia aphidicola		1B06					GCF_050038595.1-RS_2025_05_01	Complete Genome	2025-05-13		4	Erwinia aphidicola
GCF_036866255.1	ASM3686625v1	2025-04-10	Erwinia aphidicola		B06_3					GCF_036866255.1-RS_2025_04_10	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866345.1	ASM3686634v1	2025-04-07	Erwinia aphidicola		B03_5					GCF_036866345.1-RS_2025_04_07	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036866025.1	ASM3686602v1	2025-04-07	Erwinia aphidicola		N2_6					GCF_036866025.1-RS_2025_04_07	Complete Genome	2024-04-05		4	Erwinia aphidicola
GCF_036866335.1	ASM3686633v1	2025-04-07	Erwinia aphidicola		B03_6					GCF_036866335.1-RS_2025_04_07	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865655.1	ASM3686565v1	2025-04-07	Erwinia aphidicola		W10_3					GCF_036865655.1-RS_2025_04_07	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866085.1	ASM3686608v1	2025-04-07	Erwinia aphidicola		B10_7					GCF_036866085.1-RS_2025_04_07	Complete Genome	2024-04-05		3	Erwinia aphidicola
GCF_036865705.1	ASM3686570v1	2025-04-06	Erwinia aphidicola		W09_6					GCF_036865705.1-RS_2025_04_06	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865805.1	ASM3686580v1	2025-04-06	Erwinia aphidicola		W06_2					GCF_036865805.1-RS_2025_04_06	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866215.1	ASM3686621v1	2025-04-06	Erwinia aphidicola		B06_8					GCF_036866215.1-RS_2025_04_06	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866265.1	ASM3686626v1	2025-04-06	Erwinia aphidicola		B06_2					GCF_036866265.1-RS_2025_04_06	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866275.1	ASM3686627v1	2025-04-06	Erwinia aphidicola		B06_1					GCF_036866275.1-RS_2025_04_06	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866225.1	ASM3686622v1	2025-04-06	Erwinia aphidicola		B06_6					GCF_036866225.1-RS_2025_04_06	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865825.1	ASM3686582v1	2025-04-06	Erwinia aphidicola		W06_1					GCF_036865825.1-RS_2025_04_06	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866135.1	ASM3686613v1	2025-04-05	Erwinia aphidicola		B09_9					GCF_036866135.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036866195.1	ASM3686619v1	2025-04-05	Erwinia aphidicola		B09_1					GCF_036866195.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865745.1	ASM3686574v1	2025-04-05	Erwinia aphidicola		W09_2					GCF_036865745.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036866175.1	ASM3686617v1	2025-04-05	Erwinia aphidicola		B09_3					GCF_036866175.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036865735.1	ASM3686573v1	2025-04-05	Erwinia aphidicola		W09_3					GCF_036865735.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036866185.1	ASM3686618v1	2025-04-05	Erwinia aphidicola		B09_2					GCF_036866185.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865715.1	ASM3686571v1	2025-04-05	Erwinia aphidicola		W09_5					GCF_036865715.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036865685.1	ASM3686568v1	2025-04-05	Erwinia aphidicola		W09_8					GCF_036865685.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036866145.1	ASM3686614v1	2025-04-05	Erwinia aphidicola		B09_8					GCF_036866145.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036865725.1	ASM3686572v1	2025-04-05	Erwinia aphidicola		W09_4					GCF_036865725.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036866165.1	ASM3686616v1	2025-04-05	Erwinia aphidicola		B09_4					GCF_036866165.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036866155.1	ASM3686615v1	2025-04-05	Erwinia aphidicola		B09_7					GCF_036866155.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036865695.1	ASM3686569v1	2025-04-05	Erwinia aphidicola		W09_7					GCF_036865695.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036874005.1	ASM3687400v1	2025-04-05	Erwinia aphidicola		W09_1					GCF_036874005.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865565.1	ASM3686556v1	2025-04-05	Erwinia aphidicola		Z9_3					GCF_036865565.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865585.1	ASM3686558v1	2025-04-05	Erwinia aphidicola		W11_1					GCF_036865585.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036866405.1	ASM3686640v1	2025-04-05	Erwinia aphidicola		B01_7					GCF_036866405.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866415.1	ASM3686641v1	2025-04-05	Erwinia aphidicola		B01_5					GCF_036866415.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036866395.1	ASM3686639v1	2025-04-05	Erwinia aphidicola		B01_8					GCF_036866395.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036866005.1	ASM3686600v1	2025-04-05	Erwinia aphidicola		W03_1					GCF_036866005.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865985.1	ASM3686598v1	2025-04-05	Erwinia aphidicola		W03_2					GCF_036865985.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866305.1	ASM3686630v1	2025-04-05	Erwinia aphidicola		B03_9					GCF_036866305.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865955.1	ASM3686595v1	2025-04-05	Erwinia aphidicola		W03_5					GCF_036865955.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866315.1	ASM3686631v1	2025-04-05	Erwinia aphidicola		B03_8					GCF_036866315.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865835.1	ASM3686583v1	2025-04-05	Erwinia aphidicola		W04_9					GCF_036865835.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865925.1	ASM3686592v1	2025-04-05	Erwinia aphidicola		W03_8					GCF_036865925.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865995.1	ASM3686599v1	2025-04-05	Erwinia aphidicola		W03_10					GCF_036865995.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865935.1	ASM3686593v1	2025-04-05	Erwinia aphidicola		W03_6					GCF_036865935.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865965.1	ASM3686596v1	2025-04-05	Erwinia aphidicola		W03_4					GCF_036865965.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036865975.1	ASM3686597v1	2025-04-05	Erwinia aphidicola		W03_3					GCF_036865975.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866355.1	ASM3686635v1	2025-04-05	Erwinia aphidicola		B03_4					GCF_036866355.1-RS_2025_04_05	Complete Genome	2024-04-05		2	Erwinia aphidicola
GCF_036865945.1	ASM3686594v1	2025-04-05	Erwinia aphidicola		W03_7					GCF_036865945.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866385.1	ASM3686638v1	2025-04-05	Erwinia aphidicola		B03_10					GCF_036866385.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866365.1	ASM3686636v1	2025-04-05	Erwinia aphidicola		B03_3					GCF_036866365.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_036866425.1	ASM3686642v1	2025-04-05	Erwinia aphidicola		B01_4					GCF_036866425.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Erwinia aphidicola
GCF_024532325.1	ASM2453232v1	2025-08-18	Escherichia albertii		133_1_GWG_A					GCF_024532325.1-RS_2025_08_18	Complete Genome	2022-08-04		3	Escherichia albertii
GCF_024532175.1	ASM2453217v1	2025-08-18	Escherichia albertii		222_1_EW_B					GCF_024532175.1-RS_2025_08_18	Complete Genome	2022-08-04		1	Escherichia albertii
GCF_024532365.1	ASM2453236v1	2025-08-18	Escherichia albertii		112_1_EW_A					GCF_024532365.1-RS_2025_08_18	Complete Genome	2022-08-04		3	Escherichia albertii
GCF_024532135.1	ASM2453213v1	2025-08-18	Escherichia albertii		233_2_GWG_B					GCF_024532135.1-RS_2025_08_18	Complete Genome	2022-08-04		3	Escherichia albertii
GCF_024532385.1	ASM2453238v1	2025-08-18	Escherichia albertii		110_1_TBG_A					GCF_024532385.1-RS_2025_08_18	Complete Genome	2022-08-04		2	Escherichia albertii
GCF_024532055.1	ASM2453205v1	2025-08-18	Escherichia albertii		254_1_EW_B					GCF_024532055.1-RS_2025_08_18	Complete Genome	2022-08-04		3	Escherichia albertii
GCF_024532155.1	ASM2453215v1	2025-08-18	Escherichia albertii		231_1_NP_B					GCF_024532155.1-RS_2025_08_18	Complete Genome	2022-08-04		3	Escherichia albertii
GCF_024532225.1	ASM2453222v1	2025-08-18	Escherichia albertii		205_2_TBG_B					GCF_024532225.1-RS_2025_08_18	Complete Genome	2022-08-04		2	Escherichia albertii
GCF_024532305.1	ASM2453230v1	2025-08-18	Escherichia albertii		147_1_TBG_A					GCF_024532305.1-RS_2025_08_18	Complete Genome	2022-08-04		5	Escherichia albertii
GCF_024532245.1	ASM2453224v1	2025-08-18	Escherichia albertii		155_2_TBG_A					GCF_024532245.1-RS_2025_08_18	Complete Genome	2022-08-04		3	Escherichia albertii
GCF_024532265.1	ASM2453226v1	2025-08-18	Escherichia albertii		153_2_TBG_A					GCF_024532265.1-RS_2025_08_18	Complete Genome	2022-08-04		3	Escherichia albertii
GCF_024532095.1	ASM2453209v1	2025-08-18	Escherichia albertii		251_2_EW_B					GCF_024532095.1-RS_2025_08_18	Complete Genome	2022-08-04		3	Escherichia albertii
GCF_024532115.1	ASM2453211v1	2025-08-18	Escherichia albertii		247_2_EW_B					GCF_024532115.1-RS_2025_08_18	Complete Genome	2022-08-04		3	Escherichia albertii
GCF_024532075.1	ASM2453207v1	2025-08-18	Escherichia albertii		253_2_EW_B					GCF_024532075.1-RS_2025_08_18	Complete Genome	2022-08-04		3	Escherichia albertii
GCF_024532345.1	ASM2453234v1	2025-08-18	Escherichia albertii		121_1_EW_A					GCF_024532345.1-RS_2025_08_18	Complete Genome	2022-08-04		1	Escherichia albertii
GCF_024532425.1	ASM2453242v1	2025-08-18	Escherichia albertii		104_2_TS_A					GCF_024532425.1-RS_2025_08_18	Complete Genome	2022-08-04		1	Escherichia albertii
GCF_028622615.1	ASM2862261v1	2025-08-06	Escherichia albertii		BIA_11					GCF_028622615.1-RS_2025_08_06	Complete Genome	2023-02-15		4	Escherichia albertii
GCF_040114695.1	ASM4011469v1	2025-06-11	Escherichia albertii		FH2023039					GCF_040114695.1-RS_2025_06_11	Complete Genome	2024-06-12		3	Escherichia albertii
GCF_040114625.1	ASM4011462v1	2025-06-11	Escherichia albertii		ESA311					GCF_040114625.1-RS_2025_06_11	Complete Genome	2024-06-12		6	Escherichia albertii
GCF_016904795.1	ASM1690479v2	2025-04-22	Escherichia albertii		Sample 166					GCF_016904795.1-RS_2025_04_22	Complete Genome	2021-03-10		4	Escherichia albertii
GCF_016904815.1	ASM1690481v2	2025-04-22	Escherichia albertii		Sample 165					GCF_016904815.1-RS_2025_04_22	Complete Genome	2021-03-10		5	Escherichia albertii
GCF_016904775.2	ASM1690477v2	2025-04-22	Escherichia albertii		Sample 168					GCF_016904775.2-RS_2025_04_22	Complete Genome	2021-03-10		3	Escherichia albertii
GCF_016904735.2	ASM1690473v2	2025-04-22	Escherichia albertii		Sample 170					GCF_016904735.2-RS_2025_04_22	Complete Genome	2021-03-10		3	Escherichia albertii
GCF_016904715.2	ASM1690471v2	2025-04-22	Escherichia albertii		Sample 169					GCF_016904715.2-RS_2025_04_22	Complete Genome	2021-03-10		3	Escherichia albertii
GCF_016904755.1	ASM1690475v2	2025-04-22	Escherichia albertii		Sample 167					GCF_016904755.1-RS_2025_04_22	Complete Genome	2021-03-10		2	Escherichia albertii
GCF_003864095.1	ASM386409v1	2025-04-13	Escherichia albertii		NCTC 9362					GCF_003864095.1-RS_2025_04_13	Complete Genome	2018-12-05		2	Escherichia albertii
GCF_017357745.1	ASM1735774v1	2025-04-11	Escherichia albertii		RM9973					GCF_017357745.1-RS_2025_04_11	Complete Genome	2021-03-16		3	Escherichia albertii
GCF_003864075.1	ASM386407v1	2025-04-09	Escherichia albertii		2010C-3449					GCF_003864075.1-RS_2025_04_09	Complete Genome	2018-12-05		1	Escherichia albertii
GCF_003312545.2	ASM331254v2	2025-04-09	Escherichia albertii		2013C-4143					GCF_003312545.2-RS_2025_04_09	Complete Genome	2018-12-06		1	Escherichia albertii
GCF_003860385.1	ASM386038v1	2025-04-09	Escherichia albertii		2014C-4015					GCF_003860385.1-RS_2025_04_09	Complete Genome	2018-12-04		4	Escherichia albertii
GCF_003316815.1	ASM331681v2	2025-04-01	Escherichia albertii		07-3866					GCF_003316815.1-RS_2025_04_01	Complete Genome	2018-12-06		2	Escherichia albertii
GCF_003312485.2	ASM331248v2	2025-04-01	Escherichia albertii		05-3106					GCF_003312485.2-RS_2025_04_01	Complete Genome	2018-12-06		3	Escherichia albertii
GCF_003860365.1	ASM386036v1	2025-04-01	Escherichia albertii		06-3542					GCF_003860365.1-RS_2025_04_01	Complete Genome	2018-12-04		2	Escherichia albertii
GCF_028622335.1	ASM2862233v1	2025-03-25	Escherichia albertii		BIA_5-2					GCF_028622335.1-RS_2025_03_25	Complete Genome	2023-02-15		2	Escherichia albertii
GCF_028622215.1	ASM2862221v1	2025-03-25	Escherichia albertii		BIA_89-5					GCF_028622215.1-RS_2025_03_25	Complete Genome	2023-02-15		2	Escherichia albertii
GCF_028622195.1	ASM2862219v1	2025-03-25	Escherichia albertii		BIA_7					GCF_028622195.1-RS_2025_03_25	Complete Genome	2023-02-15		6	Escherichia albertii
GCF_028622595.1	ASM2862259v1	2025-03-25	Escherichia albertii		BIA_22					GCF_028622595.1-RS_2025_03_25	Complete Genome	2023-02-15		9	Escherichia albertii
GCF_028622555.1	ASM2862255v1	2025-03-25	Escherichia albertii		BIA_18					GCF_028622555.1-RS_2025_03_25	Complete Genome	2023-02-15		6	Escherichia albertii
GCF_028622635.1	ASM2862263v1	2025-03-25	Escherichia albertii		BIA_17					GCF_028622635.1-RS_2025_03_25	Complete Genome	2023-02-15		4	Escherichia albertii
GCF_028622415.1	ASM2862241v1	2025-03-25	Escherichia albertii		BIA_24					GCF_028622415.1-RS_2025_03_25	Complete Genome	2023-02-15		8	Escherichia albertii
GCF_028622655.1	ASM2862265v1	2025-03-25	Escherichia albertii		BIA_16-3					GCF_028622655.1-RS_2025_03_25	Complete Genome	2023-02-15		3	Escherichia albertii
GCF_028622355.1	ASM2862235v1	2025-03-25	Escherichia albertii		BIA_40					GCF_028622355.1-RS_2025_03_25	Complete Genome	2023-02-15		4	Escherichia albertii
