Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_030708295.1	ASM3070829v1	2025-08-21	Escherichia coli		S4					GCF_030708295.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030707915.1	ASM3070791v1	2025-08-21	Escherichia coli		R10					GCF_030707915.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708315.1	ASM3070831v1	2025-08-21	Escherichia coli		S3					GCF_030708315.1-RS_2025_08_21	Complete Genome	2023-08-10		1	Escherichia coli
GCF_030707855.1	ASM3070785v1	2025-08-21	Escherichia coli		R13					GCF_030707855.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030707895.1	ASM3070789v1	2025-08-21	Escherichia coli		R11					GCF_030707895.1-RS_2025_08_21	Complete Genome	2023-08-10		7	Escherichia coli
GCF_030707975.1	ASM3070797v1	2025-08-21	Escherichia coli		R7					GCF_030707975.1-RS_2025_08_21	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030708335.1	ASM3070833v1	2025-08-21	Escherichia coli		S2					GCF_030708335.1-RS_2025_08_21	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030707935.1	ASM3070793v1	2025-08-21	Escherichia coli		R9					GCF_030707935.1-RS_2025_08_21	Complete Genome	2023-08-10		8	Escherichia coli
GCF_030707955.1	ASM3070795v1	2025-08-21	Escherichia coli		R8					GCF_030707955.1-RS_2025_08_21	Complete Genome	2023-08-10		2	Escherichia coli
GCF_030708195.1	ASM3070819v1	2025-08-21	Escherichia coli		S9					GCF_030708195.1-RS_2025_08_21	Complete Genome	2023-08-10		4	Escherichia coli
GCF_030708395.1	ASM3070839v1	2025-08-21	Escherichia coli		DJH_183sputum					GCF_030708395.1-RS_2025_08_21	Complete Genome	2023-08-10		3	Escherichia coli
GCF_024467035.1	ASM2446703v1	2025-08-21	Escherichia coli		M171-1					GCF_024467035.1-RS_2025_08_21	Complete Genome	2022-07-28		3	Escherichia coli
GCF_052122755.1	ASM5212275v1	2025-08-19	Escherichia coli		2020N21-110-15					GCF_052122755.1-RS_2025_08_19	Complete Genome	2025-08-19	JBQJRS01	21	Escherichia coli
GCF_052122845.1	ASM5212284v1	2025-08-19	Escherichia coli		2020N21-110-24					GCF_052122845.1-RS_2025_08_19	Complete Genome	2025-08-19	JBQJRT01	15	Escherichia coli
GCF_003944565.2	ASM394456v2	2025-07-31	Escherichia fergusonii		EFCF056					GCF_003944565.2-RS_2025_07_31	Complete Genome	2019-06-10		7	Escherichia fergusonii
GCF_019047545.1	ASM1904754v1	2025-07-20	Escherichia fergusonii		FDAARGOS 1438					GCF_019047545.1-RS_2025_07_20	Complete Genome	2021-06-28		1	Escherichia fergusonii
GCF_013171325.1	ASM1317132v1	2025-07-17	Escherichia fergusonii		HNCF11W					GCF_013171325.1-RS_2025_07_17	Complete Genome	2020-05-26		3	Escherichia fergusonii
GCF_030296855.1	ASM3029685v1	2025-06-21	Escherichia fergusonii		30038					GCF_030296855.1-RS_2025_06_21	Complete Genome	2023-04-05		5	Escherichia fergusonii
GCF_030035445.1	ASM3003544v1	2025-05-18	Escherichia fergusonii		XJ19MCE1					GCF_030035445.1-RS_2025_05_18	Complete Genome	2023-05-18		8	Escherichia fergusonii
GCF_020883415.1	ASM2088341v1	2025-04-21	Escherichia fergusonii		EF20JDJ4045					GCF_020883415.1-RS_2025_04_21	Complete Genome	2021-11-18		6	Escherichia fergusonii
GCF_020105775.1	ASM2010577v1	2025-04-21	Escherichia fergusonii		EF31					GCF_020105775.1-RS_2025_04_21	Complete Genome	2021-09-23		3	Escherichia fergusonii
GCF_020023425.1	ASM2002342v1	2025-04-21	Escherichia fergusonii		EF91					GCF_020023425.1-RS_2025_04_21	Complete Genome	2021-09-17		3	Escherichia fergusonii
GCF_029718025.1	ASM2971802v1	2025-04-13	Escherichia fergusonii		RHB02-E1-C03					GCF_029718025.1-RS_2025_04_13	Complete Genome	2023-04-13		6	Escherichia fergusonii
GCF_029719885.1	ASM2971988v1	2025-04-13	Escherichia fergusonii		RHB44-C21					GCF_029719885.1-RS_2025_04_13	Complete Genome	2023-04-13		3	Escherichia fergusonii
GCF_029716165.1	ASM2971616v1	2025-04-13	Escherichia fergusonii		RHB16-E2-C07					GCF_029716165.1-RS_2025_04_13	Complete Genome	2023-04-13		2	Escherichia fergusonii
GCF_029720005.1	ASM2972000v1	2025-04-13	Escherichia fergusonii		RHB44-C01					GCF_029720005.1-RS_2025_04_13	Complete Genome	2023-04-13		6	Escherichia fergusonii
GCF_029719985.1	ASM2971998v1	2025-04-13	Escherichia fergusonii		RHB44-C03					GCF_029719985.1-RS_2025_04_13	Complete Genome	2023-04-13		7	Escherichia fergusonii
GCF_013799825.1	ASM1379982v1	2025-04-10	Escherichia fergusonii		RHB42-C13					GCF_013799825.1-RS_2025_04_10	Complete Genome	2020-07-28		4	Escherichia fergusonii
GCF_013820845.1	ASM1382084v1	2025-04-09	Escherichia fergusonii		RHB32-C05					GCF_013820845.1-RS_2025_04_09	Complete Genome	2020-07-28		4	Escherichia fergusonii
GCF_013829265.1	ASM1382926v1	2025-04-09	Escherichia fergusonii		RHB28-C21					GCF_013829265.1-RS_2025_04_09	Complete Genome	2020-07-28		7	Escherichia fergusonii
GCF_013834165.1	ASM1383416v1	2025-04-09	Escherichia fergusonii		RHB26-C09					GCF_013834165.1-RS_2025_04_09	Complete Genome	2020-07-28		1	Escherichia fergusonii
GCF_036511175.1	ASM3651117v1	2025-04-09	Escherichia fergusonii		22C057LT					GCF_036511175.1-RS_2025_04_09	Complete Genome	2023-09-02		6	Escherichia fergusonii
GCF_036509855.1	ASM3650985v1	2025-04-09	Escherichia fergusonii		18B226LT					GCF_036509855.1-RS_2025_04_09	Complete Genome	2023-09-02		7	Escherichia fergusonii
GCF_013838265.1	ASM1383826v1	2025-04-09	Escherichia fergusonii		RHB24-C08					GCF_013838265.1-RS_2025_04_09	Complete Genome	2020-07-28		1	Escherichia fergusonii
GCF_013838465.1	ASM1383846v1	2025-04-09	Escherichia fergusonii		RHB24-C06					GCF_013838465.1-RS_2025_04_09	Complete Genome	2020-07-28		1	Escherichia fergusonii
GCF_013819325.1	ASM1381932v1	2025-04-04	Escherichia fergusonii		RHB33-C04					GCF_013819325.1-RS_2025_04_04	Complete Genome	2020-07-28		5	Escherichia fergusonii
GCF_013819085.1	ASM1381908v1	2025-04-04	Escherichia fergusonii		RHB33-C07					GCF_013819085.1-RS_2025_04_04	Complete Genome	2020-07-28		5	Escherichia fergusonii
GCF_036511355.1	ASM3651135v1	2025-04-04	Escherichia fergusonii		22C065LT					GCF_036511355.1-RS_2025_04_04	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_036510595.1	ASM3651059v1	2025-04-04	Escherichia fergusonii		22C036LT					GCF_036510595.1-RS_2025_04_04	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_036510815.1	ASM3651081v1	2025-04-04	Escherichia fergusonii		22C037LT					GCF_036510815.1-RS_2025_04_04	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_013813205.1	ASM1381320v1	2025-04-03	Escherichia fergusonii		RHB38-C07					GCF_013813205.1-RS_2025_04_03	Complete Genome	2020-07-28		6	Escherichia fergusonii
GCF_013801425.1	ASM1380142v1	2025-04-03	Escherichia fergusonii		RHB41-C20					GCF_013801425.1-RS_2025_04_03	Complete Genome	2020-07-28		6	Escherichia fergusonii
GCF_013801845.1	ASM1380184v1	2025-04-03	Escherichia fergusonii		RHB41-C15					GCF_013801845.1-RS_2025_04_03	Complete Genome	2020-07-28		6	Escherichia fergusonii
GCF_013820225.1	ASM1382022v1	2025-04-03	Escherichia fergusonii		RHB32-C16					GCF_013820225.1-RS_2025_04_03	Complete Genome	2020-07-28		5	Escherichia fergusonii
GCF_013820465.1	ASM1382046v1	2025-04-03	Escherichia fergusonii		RHB32-C09					GCF_013820465.1-RS_2025_04_03	Complete Genome	2020-07-28		5	Escherichia fergusonii
GCF_013798785.1	ASM1379878v1	2025-04-03	Escherichia fergusonii		RHB42-C24					GCF_013798785.1-RS_2025_04_03	Complete Genome	2020-07-28		4	Escherichia fergusonii
GCF_013800985.1	ASM1380098v1	2025-04-03	Escherichia fergusonii		RHB42-C01					GCF_013800985.1-RS_2025_04_03	Complete Genome	2020-07-28		4	Escherichia fergusonii
GCF_013899845.1	ASM1389984v1	2025-04-03	Escherichia fergusonii		RHB10-C04					GCF_013899845.1-RS_2025_04_03	Complete Genome	2020-07-29		4	Escherichia fergusonii
GCF_013899685.1	ASM1389968v1	2025-04-03	Escherichia fergusonii		RHB10-C23					GCF_013899685.1-RS_2025_04_03	Complete Genome	2020-07-29		4	Escherichia fergusonii
GCF_036510415.1	ASM3651041v1	2025-04-03	Escherichia fergusonii		22C021LT					GCF_036510415.1-RS_2025_04_03	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_036510215.1	ASM3651021v1	2025-04-03	Escherichia fergusonii		18B269LT					GCF_036510215.1-RS_2025_04_03	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_036511015.1	ASM3651101v1	2025-04-03	Escherichia fergusonii		22C056LT					GCF_036511015.1-RS_2025_04_03	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_036510035.1	ASM3651003v1	2025-04-03	Escherichia fergusonii		18B233LT					GCF_036510035.1-RS_2025_04_03	Complete Genome	2023-09-02		5	Escherichia fergusonii
GCF_013923185.1	ASM1392318v1	2025-04-02	Escherichia fergusonii		RHB02-C22					GCF_013923185.1-RS_2025_04_02	Complete Genome	2020-07-30		6	Escherichia fergusonii
GCF_013596835.1	ASM1359683v1	2025-04-02	Escherichia fergusonii		RHB28-C13					GCF_013596835.1-RS_2025_04_02	Complete Genome	2020-07-24		6	Escherichia fergusonii
GCF_013834525.1	ASM1383452v1	2025-04-02	Escherichia fergusonii		RHB26-C03					GCF_013834525.1-RS_2025_04_02	Complete Genome	2020-07-28		2	Escherichia fergusonii
GCF_013813425.1	ASM1381342v1	2025-04-02	Escherichia fergusonii		RHB38-C04					GCF_013813425.1-RS_2025_04_02	Complete Genome	2020-07-28		3	Escherichia fergusonii
GCF_013819565.1	ASM1381956v1	2025-04-02	Escherichia fergusonii		RHB32-C22					GCF_013819565.1-RS_2025_04_02	Complete Genome	2020-07-28		3	Escherichia fergusonii
GCF_013822105.1	ASM1382210v1	2025-04-02	Escherichia fergusonii		RHB31-C13					GCF_013822105.1-RS_2025_04_02	Complete Genome	2020-07-28		1	Escherichia fergusonii
GCF_013836325.1	ASM1383632v1	2025-04-02	Escherichia fergusonii		RHB25-C10					GCF_013836325.1-RS_2025_04_02	Complete Genome	2020-07-28		2	Escherichia fergusonii
GCF_013893835.1	ASM1389383v1	2025-04-02	Escherichia fergusonii		RHB18-C04					GCF_013893835.1-RS_2025_04_02	Complete Genome	2020-07-29		3	Escherichia fergusonii
GCF_013591455.1	ASM1359145v1	2025-04-02	Escherichia fergusonii		RHB41-C23					GCF_013591455.1-RS_2025_04_02	Complete Genome	2020-07-24		9	Escherichia fergusonii
GCF_013894595.1	ASM1389459v1	2025-04-02	Escherichia fergusonii		RHB17-C11					GCF_013894595.1-RS_2025_04_02	Complete Genome	2020-07-29		1	Escherichia fergusonii
GCF_013886195.1	ASM1388619v1	2025-04-02	Escherichia fergusonii		RHB23-C02					GCF_013886195.1-RS_2025_04_02	Complete Genome	2020-07-29		4	Escherichia fergusonii
GCF_024496165.1	ASM2449616v1	2025-08-27	Klebsiella pneumoniae		hvKP340					GCF_024496165.1-RS_2025_08_27	Complete Genome	2022-07-31		8	Klebsiella pneumoniae
GCF_030717705.1	ASM3071770v1	2025-08-27	Klebsiella pneumoniae		CRKP-B8					GCF_030717705.1-RS_2025_08_27	Complete Genome	2023-08-13		6	Klebsiella pneumoniae
GCF_024496125.1	ASM2449612v1	2025-08-27	Klebsiella pneumoniae		hvKP323					GCF_024496125.1-RS_2025_08_27	Complete Genome	2022-07-31		6	Klebsiella pneumoniae
GCF_024496185.1	ASM2449618v1	2025-08-27	Klebsiella pneumoniae		hvKP841					GCF_024496185.1-RS_2025_08_27	Complete Genome	2022-07-31		6	Klebsiella pneumoniae
GCF_030717725.1	ASM3071772v1	2025-08-27	Klebsiella pneumoniae		CRKP-F1					GCF_030717725.1-RS_2025_08_27	Complete Genome	2023-08-13		6	Klebsiella pneumoniae
GCF_024496145.1	ASM2449614v1	2025-08-27	Klebsiella pneumoniae		hvKP319					GCF_024496145.1-RS_2025_08_27	Complete Genome	2022-07-31		6	Klebsiella pneumoniae
GCF_024498895.1	ASM2449889v1	2025-08-27	Klebsiella pneumoniae		K-28					GCF_024498895.1-RS_2025_08_27	Complete Genome	2022-08-01		2	Klebsiella pneumoniae
GCF_024505665.1	ASM2450566v1	2025-08-27	Klebsiella pneumoniae		KPA1					GCF_024505665.1-RS_2025_08_27	Complete Genome	2022-08-02		7	Klebsiella pneumoniae
GCF_024496205.1	ASM2449620v1	2025-08-27	Klebsiella pneumoniae		hvKP859					GCF_024496205.1-RS_2025_08_27	Complete Genome	2022-07-31		6	Klebsiella pneumoniae
GCF_024496265.1	ASM2449626v1	2025-08-26	Klebsiella pneumoniae		150040X1B1					GCF_024496265.1-RS_2025_08_26	Complete Genome	2022-07-31		5	Klebsiella pneumoniae
GCF_024498655.1	ASM2449865v1	2025-08-26	Klebsiella pneumoniae		KPK3					GCF_024498655.1-RS_2025_08_26	Complete Genome	2022-08-01		4	Klebsiella pneumoniae
GCF_021166215.1	ASM2116621v1	2025-08-25	Klebsiella pneumoniae		53370					GCF_021166215.1-RS_2025_08_25	Complete Genome	2021-12-12		3	Klebsiella pneumoniae
GCF_021137875.1	ASM2113787v1	2025-08-25	Klebsiella pneumoniae		400195-2-18					GCF_021137875.1-RS_2025_08_25	Complete Genome	2021-12-09		4	Klebsiella pneumoniae
GCF_036541145.1	ASM3654114v1	2025-08-25	Klebsiella pneumoniae		CRE-44					GCF_036541145.1-RS_2025_08_25	Complete Genome	2024-02-10		2	Klebsiella pneumoniae
GCF_002852675.2	ASM285267v2	2025-08-25	Klebsiella pneumoniae subsp. pneumoniae		WCHKP020130					GCF_002852675.2-RS_2025_08_25	Complete Genome	2023-02-08		5	Klebsiella pneumoniae
GCF_030704345.1	ASM3070434v1	2025-08-21	Klebsiella pneumoniae		KPN5752					GCF_030704345.1-RS_2025_08_21	Complete Genome	2023-08-09		7	Klebsiella pneumoniae
GCF_028364475.1	ASM2836447v3	2025-08-21	Klebsiella pneumoniae		2023CK-00047					GCF_028364475.1-RS_2025_08_21	Complete Genome	2023-08-05		5	Klebsiella pneumoniae
GCF_028626845.1	ASM2862684v3	2025-08-21	Klebsiella pneumoniae		2023CK-00111					GCF_028626845.1-RS_2025_08_21	Complete Genome	2023-08-09		4	Klebsiella pneumoniae
GCF_024396875.1	ASM2439687v1	2025-08-20	Klebsiella pneumoniae subsp. pneumoniae		KP82					GCF_024396875.1-RS_2025_08_20	Complete Genome	2022-07-25		8	Klebsiella pneumoniae
GCF_024397375.1	ASM2439737v1	2025-08-19	Klebsiella pneumoniae		FZKP4523					GCF_024397375.1-RS_2025_08_19	Complete Genome	2022-07-25		4	Klebsiella pneumoniae
GCF_030685635.1	ASM3068563v1	2025-08-19	Klebsiella pneumoniae		GDFK0508					GCF_030685635.1-RS_2025_08_19	Complete Genome	2023-08-08		1	Klebsiella pneumoniae
GCF_030685615.1	ASM3068561v1	2025-08-19	Klebsiella pneumoniae		GDFK0181					GCF_030685615.1-RS_2025_08_19	Complete Genome	2023-08-08		1	Klebsiella pneumoniae
GCF_030644565.1	ASM3064456v1	2025-08-19	Klebsiella pneumoniae		Kp_2016-319					GCF_030644565.1-RS_2025_08_19	Complete Genome	2023-08-04		2	Klebsiella pneumoniae
GCF_030644545.1	ASM3064454v1	2025-08-19	Klebsiella pneumoniae		Kp_2016-1198					GCF_030644545.1-RS_2025_08_19	Complete Genome	2023-08-04		2	Klebsiella pneumoniae
GCF_030644625.1	ASM3064462v1	2025-08-19	Klebsiella pneumoniae		Kp_2019-1764					GCF_030644625.1-RS_2025_08_19	Complete Genome	2023-08-04		2	Klebsiella pneumoniae
GCF_024398905.1	ASM2439890v1	2025-08-19	Klebsiella pneumoniae		MEI009					GCF_024398905.1-RS_2025_08_19	Complete Genome	2022-07-25		3	Klebsiella pneumoniae
GCF_024396855.1	ASM2439685v1	2025-08-19	Klebsiella pneumoniae subsp. pneumoniae		KP21					GCF_024396855.1-RS_2025_08_19	Complete Genome	2022-07-25		4	Klebsiella pneumoniae
GCF_024397235.1	ASM2439723v1	2025-08-19	Klebsiella pneumoniae subsp. pneumoniae		KP29					GCF_024397235.1-RS_2025_08_19	Complete Genome	2022-07-25		5	Klebsiella pneumoniae
GCF_024397075.1	ASM2439707v1	2025-08-19	Klebsiella pneumoniae subsp. pneumoniae		KP65					GCF_024397075.1-RS_2025_08_19	Complete Genome	2022-07-25		4	Klebsiella pneumoniae
GCF_002300675.1	ASM230067v2	2025-08-18	Klebsiella pneumoniae		VBA2172					GCF_002300675.1-RS_2025_08_18	Complete Genome	2019-02-28		7	Klebsiella pneumoniae
GCF_946966015.1	ARGID_33072	2025-08-18	Klebsiella pneumoniae					65326252-51f1-11ec-980a-fa163eea3084		GCF_946966015.1-RS_2025_08_18	Complete Genome	2022-09-25		3	Klebsiella pneumoniae
GCF_001455995.1	MS6671.v1	2025-08-18	Klebsiella pneumoniae		MS6671					GCF_001455995.1-RS_2025_08_18	Complete Genome	2015-12-01		7	Klebsiella pneumoniae
GCF_030644605.1	ASM3064460v1	2025-08-18	Klebsiella pneumoniae		Kp_2016-1200					GCF_030644605.1-RS_2025_08_18	Complete Genome	2023-08-04		3	Klebsiella pneumoniae
GCF_030644585.1	ASM3064458v1	2025-08-18	Klebsiella pneumoniae		Kp_2019-1792					GCF_030644585.1-RS_2025_08_18	Complete Genome	2023-08-04		3	Klebsiella pneumoniae
GCF_003571705.1	ASM357170v1	2025-08-18	Klebsiella pneumoniae		AR_0109					GCF_003571705.1-RS_2025_08_18	Complete Genome	2018-09-16		7	Klebsiella pneumoniae
GCF_004010995.1	ASM401099v1	2025-08-18	Klebsiella pneumoniae		08EU827					GCF_004010995.1-RS_2025_08_18	Complete Genome	2019-01-10		5	Klebsiella pneumoniae
GCF_030582295.1	ASM3058229v1	2025-08-18	Klebsiella pneumoniae		AZJ065					GCF_030582295.1-RS_2025_08_18	Complete Genome	2023-08-02		3	Klebsiella pneumoniae
GCF_024637895.1	ASM2463789v1	2025-08-18	Klebsiella pneumoniae		SHX180					GCF_024637895.1-RS_2025_08_18	Complete Genome	2022-08-12		3	Klebsiella pneumoniae
GCF_024637995.1	ASM2463799v1	2025-08-18	Klebsiella pneumoniae		KPTCM					GCF_024637995.1-RS_2025_08_18	Complete Genome	2022-08-12		10	Klebsiella pneumoniae
GCF_030553015.1	ASM3055301v1	2025-08-17	Klebsiella pneumoniae		SP1030					GCF_030553015.1-RS_2025_08_17	Complete Genome	2023-07-30		4	Klebsiella pneumoniae
GCF_024346655.1	ASM2434665v1	2025-08-17	Klebsiella pneumoniae		XHKP6					GCF_024346655.1-RS_2025_08_17	Complete Genome	2022-07-20		4	Klebsiella pneumoniae
GCF_052068375.1	ASM5206837v1	2025-08-17	Klebsiella pneumoniae		KP7452024BG					GCF_052068375.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQHIX01	4	Klebsiella pneumoniae
GCF_030552995.1	ASM3055299v1	2025-08-17	Klebsiella pneumoniae		F1025					GCF_030552995.1-RS_2025_08_17	Complete Genome	2023-07-30		7	Klebsiella pneumoniae
GCF_052068255.1	ASM5206825v1	2025-08-17	Klebsiella pneumoniae		KP6432024BG					GCF_052068255.1-RS_2025_08_17	Complete Genome	2025-08-17	JBQHIW01	3	Klebsiella pneumoniae
GCF_024346695.1	ASM2434669v1	2025-08-17	Klebsiella pneumoniae		XHKP53					GCF_024346695.1-RS_2025_08_17	Complete Genome	2022-07-20		4	Klebsiella pneumoniae
GCF_052063115.1	ASM5206311v1	2025-08-17	Klebsiella pneumoniae		HN148					GCF_052063115.1-RS_2025_08_16	Complete Genome	2025-08-17		3	Klebsiella pneumoniae
GCF_024346895.1	ASM2434689v1	2025-08-16	Klebsiella pneumoniae		XHKPN391					GCF_024346895.1-RS_2025_08_16	Complete Genome	2022-07-20		4	Klebsiella pneumoniae
GCF_024346735.1	ASM2434673v1	2025-08-16	Klebsiella pneumoniae		XHKP75					GCF_024346735.1-RS_2025_08_16	Complete Genome	2022-07-20		5	Klebsiella pneumoniae
GCF_024346815.1	ASM2434681v1	2025-08-16	Klebsiella pneumoniae		XHKP502					GCF_024346815.1-RS_2025_08_16	Complete Genome	2022-07-20		6	Klebsiella pneumoniae
GCF_024346775.1	ASM2434677v1	2025-08-16	Klebsiella pneumoniae		XHKP309					GCF_024346775.1-RS_2025_08_16	Complete Genome	2022-07-20		4	Klebsiella pneumoniae
GCF_030931735.1	ASM3093173v1	2025-08-30	Klebsiella quasipneumoniae subsp. similipneumoniae		KQ20786					GCF_030931735.1-RS_2025_08_30	Complete Genome	2023-08-29		4	Klebsiella quasipneumoniae
GCF_030931055.1	ASM3093105v1	2025-08-30	Klebsiella quasipneumoniae subsp. similipneumoniae		KQ20605					GCF_030931055.1-RS_2025_08_30	Complete Genome	2023-08-29		4	Klebsiella quasipneumoniae
GCF_052220985.1	ASM5222098v1	2025-08-25	Klebsiella quasipneumoniae subsp. similipneumoniae		EW1161					GCF_052220985.1-RS_2025_08_25	Complete Genome	2025-08-25	JBQPMZ01	5	Klebsiella quasipneumoniae
GCF_003443835.1	ASM344383v1	2025-08-22	Klebsiella quasipneumoniae		L22					GCF_003443835.1-RS_2025_08_22	Complete Genome	2018-09-04		6	Klebsiella quasipneumoniae
GCF_051620715.1	ASM5162071v1	2025-07-31	Klebsiella quasipneumoniae subsp. similipneumoniae		KPE043					GCF_051620715.1-RS_2025_07_31	Complete Genome	2025-08-01		4	Klebsiella quasipneumoniae
GCF_030490185.1	ASM3049018v1	2025-07-16	Klebsiella quasipneumoniae		2020S07-155					GCF_030490185.1-RS_2025_07_16	Complete Genome	2023-07-17		9	Klebsiella quasipneumoniae
GCF_024134525.1	ASM2413452v1	2025-07-13	Klebsiella quasipneumoniae		Y7-3					GCF_024134525.1-RS_2025_07_13	Complete Genome	2022-07-04		3	Klebsiella quasipneumoniae
GCF_023920245.1	ASM2392024v1	2025-07-04	Klebsiella quasipneumoniae		EF262					GCF_023920245.1-RS_2025_07_04	Complete Genome	2022-06-27		7	Klebsiella quasipneumoniae
GCF_051122745.1	ASM5112274v1	2025-06-28	Klebsiella quasipneumoniae subsp. similipneumoniae		T11					GCF_051122745.1-RS_2025_06_28	Complete Genome	2025-06-28		7	Klebsiella quasipneumoniae
GCF_051098725.1	ASM5109872v1	2025-06-27	Klebsiella quasipneumoniae		DA76139					GCF_051098725.1-RS_2025_06_27	Complete Genome	2025-06-27		4	Klebsiella quasipneumoniae
GCF_050932645.1	ASM5093264v1	2025-06-17	Klebsiella quasipneumoniae		QF					GCF_050932645.1-RS_2025_06_17	Complete Genome	2025-06-17		2	Klebsiella quasipneumoniae
GCF_050921945.1	ASM5092194v1	2025-06-16	Klebsiella quasipneumoniae subsp. quasipneumoniae		YZ22PK101					GCF_050921945.1-RS_2025_06_16	Complete Genome	2025-06-17		4	Klebsiella quasipneumoniae
GCF_050921935.1	ASM5092193v1	2025-06-16	Klebsiella quasipneumoniae subsp. quasipneumoniae		YZ22PK095					GCF_050921935.1-RS_2025_06_16	Complete Genome	2025-06-17		3	Klebsiella quasipneumoniae
GCF_023650855.1	ASM2365085v1	2025-06-09	Klebsiella quasipneumoniae		GLW9C22					GCF_023650855.1-RS_2025_06_09	Complete Genome	2022-06-06		4	Klebsiella quasipneumoniae
GCF_050847385.1	ASM5084738v1	2025-06-09	Klebsiella quasipneumoniae		NCKUH114					GCF_050847385.1-RS_2025_06_09	Complete Genome	2025-06-09		7	Klebsiella quasipneumoniae
GCF_050847265.1	Toby_K_quasipneumoniae_TMH.W1	2025-06-09	Klebsiella quasipneumoniae subsp. similipneumoniae		TMH.W1					GCF_050847265.1-RS_2025_06_09	Complete Genome	2025-06-09		1	Klebsiella quasipneumoniae
GCF_905331345.2	AI3010v1_cpp	2025-06-04	Klebsiella quasipneumoniae					0		GCF_905331345.2-RS_2025_06_04	Complete Genome	2022-05-24		4	Klebsiella quasipneumoniae
GCF_023573605.1	ASM2357360v1	2025-06-02	Klebsiella quasipneumoniae		NE1					GCF_023573605.1-RS_2025_06_02	Complete Genome	2022-05-29		3	Klebsiella quasipneumoniae
GCF_050572645.1	ASM5057264v1	2025-05-27	Klebsiella quasipneumoniae		KP1226					GCF_050572645.1-RS_2025_05_27	Complete Genome	2025-05-29		2	Klebsiella quasipneumoniae
GCF_039721945.1	ASM3972194v1	2025-05-22	Klebsiella quasipneumoniae		397					GCF_039721945.1-RS_2025_05_22	Complete Genome	2024-05-24		2	Klebsiella quasipneumoniae
GCF_030020875.1	ASM3002087v1	2025-05-16	Klebsiella quasipneumoniae		M7					GCF_030020875.1-RS_2025_05_16	Complete Genome	2023-05-16		7	Klebsiella quasipneumoniae
GCF_023205055.1	ASM2320505v1	2025-05-14	Klebsiella quasipneumoniae		KP20-558					GCF_023205055.1-RS_2025_05_14	Complete Genome	2022-05-02		7	Klebsiella quasipneumoniae
GCF_013377595.2	ASM1337759v2	2025-05-13	Klebsiella quasipneumoniae		F3-6P(1)					GCF_013377595.2-RS_2025_05_13	Complete Genome	2023-05-11		1	Klebsiella quasipneumoniae
GCF_013377665.2	ASM1337766v2	2025-05-13	Klebsiella quasipneumoniae		F3-6P(2)					GCF_013377665.2-RS_2025_05_13	Complete Genome	2023-05-11		1	Klebsiella quasipneumoniae
GCF_013366555.2	ASM1336655v2	2025-05-13	Klebsiella quasipneumoniae		IF1SW-P3					GCF_013366555.2-RS_2025_05_13	Complete Genome	2023-05-11		1	Klebsiella quasipneumoniae
GCF_013366575.2	ASM1336657v2	2025-05-13	Klebsiella quasipneumoniae		IF1SW-P4					GCF_013366575.2-RS_2025_05_13	Complete Genome	2023-05-11		1	Klebsiella quasipneumoniae
GCF_013366585.2	ASM1336658v2	2025-05-13	Klebsiella quasipneumoniae		IF2SW-P1					GCF_013366585.2-RS_2025_05_13	Complete Genome	2023-05-11		1	Klebsiella quasipneumoniae
GCF_013366635.2	ASM1336663v2	2025-05-13	Klebsiella quasipneumoniae		IF1SW-B2					GCF_013366635.2-RS_2025_05_13	Complete Genome	2023-05-11		1	Klebsiella quasipneumoniae
GCF_013366565.2	ASM1336656v2	2025-05-13	Klebsiella quasipneumoniae		IF2SW-B3					GCF_013366565.2-RS_2025_05_13	Complete Genome	2023-05-11		1	Klebsiella quasipneumoniae
GCF_013377655.2	ASM1337765v2	2025-05-13	Klebsiella quasipneumoniae		IIIF3SW-P1					GCF_013377655.2-RS_2025_05_13	Complete Genome	2023-05-11		1	Klebsiella quasipneumoniae
GCF_038430715.1	ASM3843071v1	2025-04-23	Klebsiella quasipneumoniae		2012C06-006					GCF_038430715.1-RS_2025_04_23	Complete Genome	2024-04-24		4	Klebsiella quasipneumoniae
GCF_022353865.1	ASM2235386v1	2025-04-18	Klebsiella quasipneumoniae		SWHEFF_72					GCF_022353865.1-RS_2025_04_18	Complete Genome	2022-02-22		5	Klebsiella quasipneumoniae
